"codigo";"Marca";"descripcion";"cantidad";"precio"
"222";"(Ref: 641570)";"Proarte";"Cuaderno Universitario Tapa Dura Doble Esperial 100 Hojas Rápido y Furioso";"1 Un";"$1.490"
"223";"(Ref: 641323)";"Faber-Castell";"Plasticina en Barra 10 Colores Neón";"1 Un";"$1.490"
"224";"(Ref: 256697)";"Maped";"Compas Study Color Gris 2 Piezas";"1 Un";"$1.490"
"225";"(Ref: 257948)";"Artel";"Témpera 12 Colores Extra Finos";"1 Un";"$1.490"
"226";"(Ref: 521099)";"Giotto";"Témpera al agua azul 250 ml";"1 Un";"$1.490"
"227";"(Ref: 555613)";"Proarte";"Cuaderno Universitario Doble Jurassic World 7 mm 1";"100 Hojas";"$1.490"
"228";"(Ref: 477639)";"Torre";"Cuaderno Universitario Color100 Hojas";"1 Un";"$1.490"
"229";"(Ref: 523982)";"Artel";"Témpera Color Blanco";"1 Un";"$1.490"
"230";"(Ref: 611947)";"Marzú";"Sistema Solar 10 Esferas) Bolsa";"1 Un";"$1.490"
"231";"(Ref: 295137)";"Torre";"Cuaderno Universitario Princesas100 Hojas";"1 Un";"$1.490"
"232";"(Ref: 254982)";"Faber-Castell";"Goma de Borrar (4 Un)";"1 Un";"$1.490"
"233";"(Ref: 280316)";"Artel";"Plasticina Artelina 12 Colores";"1 Un";"$1.490"
"234";"(Ref: 521106)";"Giotto";"Témpera al agua roja 250 ml";"1 Un";"$1.490"
"235";"(Ref: 521098)";"Giotto";"Témpera Blanca Frasco 250 ml";"1 Un";"$1.490"
"236";"(Ref: 562264)";"Torre";"Estuche Cartulina Española Imagia";"1 Un";"$1.490"
"237";"(Ref: 523177)";"Torre";"Cuaderno Universitario 100 Hojas 7 mm Diseños Surtidos";"1 Un";"$1.490"
"238";"(Ref: 521107)";"Giotto";"Témpera Verde Frasco 250 ml";"1 Un";"$1.490"
"239";"(Ref: 247614)";"Faber-Castell";"Lápices Grafito+Lápices Pasta+ Goma de Borrar Display";"1 Un";"$1.490"
"240";"(Ref: 512397)";"Torre";"Cuaderno Universitario Clásico Frozen 7 mm 100 Hojas Caja";"1 Un";"$1.490"
"241";"(Ref: 520091)";"Marzú";"Chenille o Limpia Pipas Glitter (50 Un)";"1 Un";"$1.490"
"242";"(Ref: 163598)";"Proarte";"Forro Cuadernos College Colores Surtidos (10 Un)";"1 Un";"$1.490"
"243";"(Ref: 642099)";"Rhein";"Cuaderno Pantone Universitario 100 Hojas";"1 Un";"$1.490"
"244";"(Ref: 642098)";"Rhein";"Cuaderno Tsum Tsum Univiversitario 100 Hojas";"1 Un";"$1.490"
"245";"(Ref: 172478)";"Proarte";"Papel Entretenido Diseños 9 Pliegos Display";"1 Un";"$1.490"
"246";"(Ref: 255110)";"Faber-Castell";"Estuche Lápiz Gráfito (6 Un)";"1 Un";"$1.490"
"247";"(Ref: 288229)";"Artel";"Témpera Color Azul";"1 Un";"$1.490"
"248";"(Ref: 641672)";"Torre";"Cuaderno Universitario Clásico Ginger & Bread Matemático 7mm 100 Hojas Diseños Surtidos";"1 Un";"$1.490"
"249";"(Ref: 421833)";"Torre";"Cuaderno Universitario Mickey100 Hojas";"1 Un";"$1.490"
"250";"(Ref: 250103)";"Giotto";"Crayones Cera Maxi Extra Large (12 Crayones) Caja";"1 Un";"$1.490"
"251";"(Ref: 171991)";"Bic";"Lápiz Grafito HB n°2 Evolution 12 Un";"1 Un";"$1.490"
"252";"(Ref: 671393)";"Artel";"Papel Volantín 10 Pliegos 6 Colores";"1 Un";"$1.490"
"253";"(Ref: 315539)";"Giotto";"Plasticina Natural 12 Colores Caja";"1 Un";"$1.490"
"254";"(Ref: 257322)";"Artel";"Estuche Transparente Témpera Metálica 6 Colores";"1 Un";"$1.490"
"255";"(Ref: 641666)";"Torre";"Cuaderno Universitario Clasico Star Wars Matemático 7mm 100 Hojas Diseños Surtidos";"1 Un";"$1.490"
"256";"(Ref: 641675)";"Torre";"Cuaderno Universitario Clásico Harry Potter Matemático 7 mm 100 Hojas Diseños Surtidos";"1 Un";"$1.490"
"257";"(Ref: 521100)";"Giotto";"Témpera Negra Frasco 250 ml";"1 Un";"$1.490"
"258";"(Ref: 251839)";"Pritt";"Pegamento en Barra 3 x 2 16 g";"1 Un";"$1.540"
"259";"(Ref: 250616)";"Pritt";"Pegamento en Barra 40 g + Pegamento en Barra 35 g";"1 Un";"$1.550"
"260";"(Ref: 673790)";"Proarte";"Cuaderno Universitario Lol (Diseño Surtido)";"1 Un";"$1.590"
"261";"(Ref: 523149)";"Proarte";"Cuaderno Emplacado Minions 7 mm 100 Hojas";"1 Un";"$1.590"
